"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Rank","D_Score","E_Score","Penalty","Score","FullName","HB","PH","FX","PB","SR","VT","BB","UB","Total"
"MORING","Liliana","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",31,4.1,6.7,0,10.8,"Liliana_MORING",NA,NA,10.4,NA,NA,11.7,10.8,NA,32.9
"Makai","Lilla","w","HUN","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",7,4.8,7.767,NA,12.567,"Lilla_Makai",NA,NA,11.467,NA,NA,NA,11.917,10.433,33.817
"MAKAI","Lilla","w","HUN","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",12,4.6,7.566,0,12.166,"Lilla_MAKAI",NA,NA,11.533,NA,NA,NA,12.166,12.133,35.832
"HABISREUTINGER","Lilli Leanne","w","SUI","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",116,4.7,3.966,NA,8.666,"Lilli Leanne_HABISREUTINGER",NA,NA,11.866,NA,NA,13,8.666,10.066,43.598
"HABISREUTINGER","Lilli","w","SUI","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",17,4,8.566,NA,12.566,"Lilli_HABISREUTINGER",NA,NA,NA,NA,NA,12.566,NA,NA,12.566
"TRANFIELD","Lily","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",65,3.2,4.75,0,7.95,"Lily_TRANFIELD",NA,NA,9.55,NA,NA,NA,7.95,NA,17.5
"YU","Linmin","w","CHN","1-4 Mar 2023","World Cup","qual","Doha, Qatar",10,4.2,8.8,NA,13,"Linmin_YU",NA,NA,NA,NA,NA,13.0386666666667,NA,NA,13.0386666666667
"CONRADIE","Lisa","w","RSA","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",34,4.2,6.133,NA,10.333,"Lisa_CONRADIE",NA,NA,10.8,NA,NA,11.76,10.333,10.9,43.793
"VAELEN","Lisa","w","BEL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",22,4.6,6.733,NA,11.333,"Lisa_VAELEN",NA,NA,13.1218333333333,NA,NA,13.63025,12.1996666666667,13.6235714285714,52.5753214285714
"AMRILLAEVA","Lobar","w","UZB","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",26,4.9,5.433,0.1,10.233,"Lobar_AMRILLAEVA",NA,NA,11.4495,NA,NA,12.2495,11.1665,10.1665,45.032
"Munck","Loran de","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",17,5.6,7.65,NA,13.25,"Loran de_Munck",NA,13.35,NA,13.25,NA,NA,NA,NA,26.6
"DE MUNCK","Loran","m","NED","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",31,5.6,8.2,NA,13.8,"Loran_DE MUNCK",NA,14.3606666666667,NA,13.84125,13.1165,NA,NA,NA,41.3184166666667
"MUNCK","Loran","m","NED","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",50,5.6,8.166,NA,13.766,"Loran_MUNCK",NA,14.183,NA,13.766,13.166,NA,NA,NA,41.115
"MEDINA","Lorena","w","ESP","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",43,5,7,NA,12,"Lorena_MEDINA",NA,NA,12.1886666666667,NA,NA,12.7773333333333,11.8106666666667,NA,36.7766666666667
"MEDINA COBOS","Lorena","w","ESP","1-5 Aug 2023","2023 FISH World University Games","AAfinal","Chengdu, China",7,4.6,7.7,NA,12.3,"Lorena_MEDINA COBOS",NA,NA,12.2165,NA,NA,12.722,11.65,12.433,49.0215
"CASALI","Lorenzo Minh","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",21,5.3,7.666,NA,12.966,"Lorenzo Minh_CASALI",12.8996,12.7064,13.822,13.9551666666667,13.3996666666667,14.3441666666667,NA,NA,81.127
"BONICELLI","Lorenzo","m","ITA","1-5 Aug 2023","2023 FISH World University Games","AAfinal","Chengdu, China",9,5.5,7.866,NA,13.366,"Lorenzo_BONICELLI",13.6665,13.3995,13.6763333333333,13.783,12.9665,13.4495,NA,NA,80.9413333333333
"CARROZZO","Lorenzo","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",31,4.7,6.65,0,11.35,"Lorenzo_CARROZZO",12.55,6.2,11.35,12.1,12.4,12.75,NA,NA,67.35
"CHARPY","Lorette","w","FRA","11-14 Aug 2022","2022 Senior European Championships","final","Munich, Germany",3,6.2,7.966,NA,14.166,"Lorette_CHARPY",NA,NA,NA,NA,NA,NA,NA,13.755,13.755
"Oliveira","Lorrane","w","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",20,5.1,6.066,0.1,11.066,"Lorrane_Oliveira",NA,NA,11.4,NA,NA,NA,11.066,13.083,35.549
"OLIVEIRA","Lorrane","w","BRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",36,5.6,7.633,NA,13.233,"Lorrane_OLIVEIRA",NA,NA,NA,NA,NA,12.666,NA,13.233,25.899
"SMITH","Lottie","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",23,4.6,6.8,0.1,11.3,"Lottie_SMITH",NA,NA,11.85,NA,NA,12.4,11.6,11.775,47.625
"CITHERLET","Lou Anne","w","SUI","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",13,4.1,7.366,0,11.466,"Lou Anne_CITHERLET",NA,NA,NA,NA,NA,12.1665,NA,11.466,23.6325
"LOPEZ","Louise","w","MEX","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",27,4.5,5.8,NA,10.3,"Louise_LOPEZ",NA,NA,11.4,NA,NA,NA,10.3,NA,21.7
"GIUBELLINI","Luca","m","SUI","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",63,5.8,7.566,0.3,13.066,"Luca_GIUBELLINI",NA,13.866,13.066,NA,NA,14.211,NA,NA,41.143
"DESANGES","Lucas","m","FRA","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey",7,5.7,7.766,0.1,13.366,"Lucas_DESANGES",13.2915,13.072,13.6553333333333,12.733,NA,9.33333333333333,NA,NA,62.0851666666667
"KOCHAN","Lucas","m","GER","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",48,5.4,7.833,NA,13.233,"Lucas_KOCHAN",13.0332,11.6165,13.454,13.3776666666667,13.05,11.1032,NA,NA,75.6345666666667
"SOUZA BITENCOURT","Lucas","m","BRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",18,5.4,8.433,NA,13.833,"Lucas_SOUZA BITENCOURT",13.833,11.9,NA,11.733,12.766,NA,NA,NA,50.232
"PAULINO LOPEZ","Lucia","w","PAN","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",28,4.3,5.8,0.1,10,"Lucia_PAULINO LOPEZ",NA,NA,NA,NA,NA,11.2,10,NA,21.2
"MARIKOVA","Lucie","w","CZE","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",74,4.2,6.933,NA,11.133,"Lucie_MARIKOVA",NA,NA,NA,NA,NA,NA,NA,11.133,11.133
"TRNKOVA","Lucie","w","CZE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",104,4.7,6.266,NA,10.966,"Lucie_TRNKOVA",NA,NA,11.7665,NA,NA,11.3,11.2196,NA,34.2861
"HRIBAR","Lucija","w","SLO","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",61,4.7,7.066,NA,11.766,"Lucija_HRIBAR",NA,NA,11.8198,NA,NA,13.022,11.8718333333333,12.4281428571429,49.1417761904762
"LEWIS","Lucy","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England",8,5,5.65,0,10.65,"Lucy_LEWIS",NA,NA,11.65,NA,NA,NA,11.9,11.5666666666667,35.1166666666667
"ROBINSON","Lucy","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",59,4,5.05,0,9.05,"Lucy_ROBINSON",NA,NA,10.2,NA,NA,11.55,9.05,9.3,40.1
"IL SUNG MELANDER","Luis","m","SWE","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",73,4.6,8.266,NA,12.866,"Luis_IL SUNG MELANDER",11.866,9.7165,12.866,10.3443333333333,12.344,13.033,NA,NA,70.1698333333333
"MAIA","Luisa","w","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",32,5,6.7,NA,11.7,"Luisa_MAIA",NA,NA,12.35,NA,NA,6.5,11.7,NA,30.55
"BOJANC","Luka","m","SLO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",63,5.1,7.8,NA,12.9,"Luka_BOJANC",NA,NA,NA,NA,12.1598,NA,NA,NA,12.1598
"KEYBUS","Luka","m","BEL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",18,5.3,8.033,NA,13.333,"Luka_KEYBUS",13.0495,11.1495,13.5165,14.1995,12.8,14.3165,NA,NA,79.0315
"VAN DEN KEYBUS","Luka","m","BEL","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",84,5.6,6.9,NA,12.5,"Luka_VAN DEN KEYBUS",12.97475,11.82475,13.3332,13.0996,12.722,13.8886666666667,NA,NA,77.8429666666667
"DAUSER","Lukas","m","GER","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",16,5.3,8.366,NA,13.666,"Lukas_DAUSER",12.95825,12.8663333333333,13.766,14.9996666666667,13.108,13.80775,NA,NA,81.506
"WHITEHOUSE","Luke","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England",3,6,7.87,0.1,13.766,"Luke_WHITEHOUSE",12.14575,11.8398,14.022,12.1966,13.4165,14.1138333333333,NA,NA,77.7344833333333
"ZULFA","Luqman Al Hafiz","m","MAS","23-26 Feb 2023","FIG Apparatus World Cup 2023","qual","Cottbus, Germany",40,5.4,6.5,NA,11.9,"Luqman Al Hafiz_ZULFA",12.133,NA,11.9,10.7,NA,NA,NA,NA,34.733
"HUERNINK","Luuk","m","NED","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",76,5.3,7.566,NA,12.866,"Luuk_HUERNINK",12.6,NA,12.866,12.133,NA,13.8,NA,NA,51.399
"DAWSON","Mabelle","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",24,4.7,6.7,0,11.4,"Mabelle_DAWSON",NA,NA,10.2,NA,NA,11.8,11.4,8.95,42.35
"PEGOLI","Macy","w","AUS","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",21,4.7,7.65,NA,12.35,"Macy_PEGOLI",NA,NA,11.65,NA,NA,6.625,12.35,11.95,42.575
"HAJJAR","Maddison","w","CAN","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",17,4.5,7.166,0,11.666,"Maddison_HAJJAR",NA,NA,12.572,NA,NA,NA,12.108,11.766,36.446
"MARSHALL","Madeleine","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",16,4.3,7.2,0,11.5,"Madeleine_MARSHALL",NA,NA,11.21225,NA,NA,11.8854285714286,11.233,10.6,44.9306785714286
"LEITNER","Madelen","w","NOR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",84,4,7.4,0.1,11.3,"Madelen_LEITNER",NA,NA,11.3,NA,NA,NA,NA,NA,11.3
"BRASSART","Maellyse","w","BEL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",19,5.2,6.533,NA,11.733,"Maellyse_BRASSART",NA,NA,12.5164285714286,NA,NA,11.553875,12.422,13.221,49.7133035714286
"COSTA","Mafalda","w","POR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",59,4.5,7.066,NA,11.566,"Mafalda_COSTA",NA,NA,11.922,NA,NA,11.808,11.2663333333333,9.29966666666667,44.296
"GRYGIEL","Magdalena","w","POL","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",102,4.1,5.3,NA,9.4,"Magdalena_GRYGIEL",NA,NA,11.166,NA,NA,12.3,9.4,11,43.866
"TSIORI","Magdalini","w","GRE","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",75,4.9,5.666,0.1,10.466,"Magdalini_TSIORI",NA,NA,10.766,NA,NA,12.733,10.3995,11.233,45.1315
"SHEPHERD","Maggie May","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",34,4,6.3,0,10.3,"Maggie May_SHEPHERD",NA,NA,11.3,NA,NA,12.35,10.3,9.15,43.1
"AHMAD KOHANI","Mahdi","m","IRI","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China",8,6,7.766,NA,13.76,"Mahdi_AHMAD KOHANI",NA,NA,NA,NA,14.50725,NA,NA,NA,14.50725
"OLFATI","Mahdi","m","IRI","23-26 Feb 2023","FIG Apparatus World Cup 2023","final","Cottbus, Germany",2,5.6,9.466,NA,15.066,"Mahdi_OLFATI",NA,NA,NA,NA,NA,14.4273333333333,NA,NA,14.4273333333333
"LLACER","Maia","w","ESP","25-28 May 2023","2023 Varna World Challenge Cup Results","final","Varna, Bulgaria",5,5.4,7.2,0,12.6,"Maia_LLACER",NA,NA,NA,NA,NA,NA,NA,12.6,12.6
"LLACER SIRERA","Maia","w","ESP","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",98,4.3,7.7,NA,12,"Maia_LLACER SIRERA",NA,NA,12.174,NA,NA,12.698,11.1996666666667,12.4941666666667,48.5658333333333
"KUUSIKKO","Maisa","w","FIN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",13,4.9,7.566,NA,12.466,"Maisa_KUUSIKKO",NA,NA,12.6662,NA,NA,13.1276666666667,12.2262,13.0396,51.0596666666667
"LLOYD JONES","Maisie","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",64,3.5,4.6,0,8.1,"Maisie_LLOYD JONES",NA,NA,10.95,NA,NA,12.65,8.1,11.05,42.75
"REZAGUI","Malek","w","ALG","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",28,4.3,6.833,0.1,11.033,"Malek_REZAGUI",NA,NA,11.033,NA,NA,6.1665,NA,NA,17.1995
"MORGAN","Mali","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England",6,5,7.55,0,12.55,"Mali_MORGAN",NA,NA,12.05,NA,NA,12.5214285714286,12.4666666666667,11.8,48.8380952380952
"NEURAUTER","Mali","w","NOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",108,3.8,8.566,NA,12.366,"Mali_NEURAUTER",NA,NA,11.966,NA,NA,11.9553333333333,11.6883333333333,10.3996666666667,46.0093333333333
"MONTELL","Malla Alexandra","w","FIN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",36,4.1,6,NA,10.1,"Malla Alexandra_MONTELL",NA,NA,11.633,NA,NA,12.2,10.1,10.733,44.666
"Montell","Malla","w","FIN","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",18,4,6.567,NA,10.567,"Malla_Montell",NA,NA,11.8,NA,NA,12.1835,10.567,11.7835,46.334
"LUNDQVIST WINGREN","Malva","w","SWE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",105,4.1,7.733,NA,11.833,"Malva_LUNDQVIST WINGREN",NA,NA,11.833,NA,NA,12.333,NA,NA,24.166
"RANKOE","Mammule","w","RSA","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England",14,4.4,7.55,NA,11.95,"Mammule_RANKOE",NA,NA,NA,NA,NA,NA,11.95,10.9,22.85
"LEE","Man Hin Frankie","m","HKG","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",72,4.8,6.666,NA,11.466,"Man Hin Frankie_LEE",NA,NA,11.333,NA,NA,13.348,NA,NA,24.681
"Jim","Man Hin","m","HKG","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",7,4,8.7,NA,12.7,"Man Hin_Jim",NA,NA,NA,NA,NA,10.1,NA,NA,10.1
"JIM","Man Hin","m","HKG","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",15,4,9.15,0,13.15,"Man Hin_JIM",NA,NA,NA,NA,NA,13.1,NA,NA,13.1
"Lee","Man Hin","m","HKG","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",13,4.8,7,NA,11.8,"Man Hin_Lee",NA,NA,11.8,NA,NA,13.3375,NA,NA,25.1375
"OKAMURA","Mana","w","JPN","23-26 Feb 2023","FIG Apparatus World Cup 2023","final","Cottbus, Germany",1,5.7,8.433,NA,14.133,"Mana_OKAMURA",NA,NA,NA,NA,NA,NA,13.8995,12.3,26.1995
"Poghosyan","Mane","w","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",24,4.4,6.066,NA,10.466,"Mane_Poghosyan",NA,NA,11.4,NA,NA,11.183,10.466,10.033,43.082
"ESPOSITO","Manila","w","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",107,4.7,6.1,NA,10.8,"Manila_ESPOSITO",NA,NA,12.9462,NA,NA,13.4234285714286,12.5915,12.9106666666667,51.8717952380952
"SAFAROV","Mansum","m","AZE","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",70,5,7.8,NA,12.8,"Mansum_SAFAROV",11.366,8.866,12.8,11.7,11.9,12.466,NA,NA,69.098
"ARNOLD","Manuel Helmut","m","AUT","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",65,4.5,8.333,NA,12.833,"Manuel Helmut_ARNOLD",11.633,13.083,12.833,12.7,13,13.1,NA,NA,76.349
"MARTINEZ","Manuel","m","COL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",78,4.5,8.333,NA,12.833,"Manuel_MARTINEZ",12.433,12.1,12.833,12.966,11.566,12.733,NA,NA,74.631
"MARQUES","Marcelo","m","POR","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",30,5.4,8.2,NA,13.6,"Marcelo_MARQUES",NA,12.9883333333333,13.183,NA,NA,13,NA,NA,39.1713333333333
"LODADIO","Marco","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",52,5.4,7.9,NA,13.3,"Marco_LODADIO",NA,NA,13.475,NA,14.59975,9.49433333333333,NA,NA,37.5690833333333
"PFYL","Marco","m","SUI","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",53,5.2,7.933,NA,13.133,"Marco_PFYL",12.144,12.5,12.4165,13.4553333333333,12.933,13.663,NA,NA,77.1118333333333
"SARRUGERIO","Marco","m","ITA","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China",4,5.8,8.566,NA,14.36,"Marco_SARRUGERIO",12.8,11.4915,NA,14.044,14.122,NA,NA,NA,52.4575
"STENBERG","Marcus","m","SWE","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",91,4.1,8.433,NA,12.533,"Marcus_STENBERG",12.433,11.966,12.533,12.9,12.8,13.2,NA,NA,75.832
"Dandois","Margaux","w","BEL","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",9,5.4,6.567,NA,11.967,"Margaux_Dandois",NA,NA,12.667,NA,NA,NA,11.967,12.5165,37.1505
"DANDOIS","Margaux","w","BEL","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",20,4.6,6.433,NA,11.033,"Margaux_DANDOIS",NA,NA,12.066,NA,NA,NA,11.033,NA,23.099
"KRISTINSDOTTIR","Margret Lea","w","ISL","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",56,4.3,7.633,NA,11.933,"Margret Lea_KRISTINSDOTTIR",NA,NA,11.933,NA,NA,11.333,NA,NA,23.266
"KRISTINSDOTTIR","Margret","w","ISL","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",88,4,6,NA,10,"Margret_KRISTINSDOTTIR",NA,NA,12.1,NA,NA,11.866,10,11.366,45.332
"KOZLOVSKA","Marharyta","w","UKR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",117,4.7,5.8,NA,10.5,"Marharyta_KOZLOVSKA",NA,NA,11.633,NA,NA,11.7665,10.5,11.1495,45.049
"Kanter","Mari","w","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",11,4.8,7.433,NA,12.233,"Mari_Kanter",NA,NA,12.2495,NA,NA,NA,12.233,11.633,36.1155
"KANTER","Mari","w","NOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",48,4.6,7.466,NA,12.066,"Mari_KANTER",NA,NA,12.1165,NA,NA,12.2,11.3216666666667,11.444,47.0821666666667
"MENDES","Maria","w","POR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",84,4.2,6.8,NA,11,"Maria_MENDES",NA,NA,11.7,NA,NA,11.633,11,NA,34.333
"MENEZES","Maria","w","POR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",105,4.4,4.933,NA,9.333,"Maria_MENEZES",NA,NA,11.433,NA,NA,12.833,9.333,9.466,43.065
"TRONRUD","Maria","w","NOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",57,4.9,6.933,NA,11.833,"Maria_TRONRUD",NA,NA,11.3106666666667,NA,NA,12.6463,12.574625,12.122,48.6535916666667
"VILLEGAS","Maria","w","COL","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",31,4.2,7,0.6,10.6,"Maria_VILLEGAS",NA,NA,10.6,NA,NA,12.1,NA,NA,22.7
"PARENTE","Mariana","w","POR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",105,4.8,6.166,NA,10.966,"Mariana_PARENTE",NA,NA,11.41625,NA,NA,12.2443333333333,10.97475,10.89125,45.5265833333333
"ROENBECK","Marie","w","NOR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",63,4.8,6.2,NA,11,"Marie_ROENBECK",NA,NA,11.84975,NA,NA,12.5,11.5165,11.466,47.33225
"PETROVA","Marija","w","LAT","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",114,3.6,5.233,NA,8.833,"Marija_PETROVA",NA,NA,11.2,NA,NA,11.9,8.833,7.633,39.566
"Boyer","Marine","w","FRA","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",1,5.4,8.433,NA,13.833,"Marine_Boyer",NA,NA,12.8165,NA,NA,NA,13.7,NA,26.5165
"BOYER","Marine","w","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",4,5.5,7.8,NA,13.3,"Marine_BOYER",NA,NA,12.8163333333333,NA,NA,13.2665,13.2424285714286,12.65,51.9752619047619
"MACCHIATI","Mario","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",46,5.5,8.166,0.3,13.366,"Mario_MACCHIATI",13.058,13.7276666666667,13.1663333333333,14.2064,13.45,9.08333333333333,NA,NA,76.6917333333333
"GEORGIOU","Marios","m","CYP","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",14,6,8.1,NA,14.1,"Marios_GEORGIOU",13.9451428571429,13.23725,13.0943333333333,14.4915,8.76666666666667,13.9,NA,NA,77.4348928571429
"Jovicic","Marko","m","CRO","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",24,5.4,6.6,0.1,11.9,"Marko_Jovicic",NA,NA,11.9,NA,NA,NA,NA,NA,11.9
"JOVICIC","Marko","m","CRO","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",70,4.9,6.7,NA,11.6,"Marko_JOVICIC",NA,NA,11.358,NA,NA,NA,NA,NA,11.358
"SAMBOLEC","Marko","m","CRO","25-28 May 2023","2023 Varna World Challenge Cup Results","final","Varna, Bulgaria",7,5.6,8.166,0,13.76,"Marko_SAMBOLEC",NA,13.3684,NA,NA,NA,NA,NA,NA,13.3684
"PIHAN KULESZA","Marta","w","POL","27-30 Apr 2023","World Cup","final","Cairo, Egypt",7,4.4,7.2,NA,11.6,"Marta_PIHAN KULESZA",NA,NA,NA,NA,NA,NA,12,NA,12
"DE VEER","Martijn","m","NED","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",28,5.2,8.433,NA,13.633,"Martijn_DE VEER",13.544,11.033,13.5495,13.3,12.766,14.1,NA,NA,78.2925
"VEER","Martijn","m","NED","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",49,5.2,8.166,NA,13.366,"Martijn_VEER",12.333,NA,13.366,13.3,NA,13.6,NA,NA,52.599
"Gudmundsson","Martin","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",27,3.9,6.25,NA,10.15,"Martin_Gudmundsson",10.15,NA,NA,NA,NA,13.3,NA,NA,23.45
"GUDMUNDSSON","Martin","m","ISL","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",45,4.6,8.633,NA,13.233,"Martin_GUDMUNDSSON",12.4,10.9495,13.183,9.933,12.0495,13.25,NA,NA,71.765
"MIGGITSCH","Martin","m","AUT","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",36,5.2,7.966,0.1,13.066,"Martin_MIGGITSCH",11.9,11.7,13.066,12.166,12.033,13.433,NA,NA,74.298
"POSPISIL","Martin","m","CZE","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",85,4.3,8.366,NA,12.666,"Martin_POSPISIL",11.333,NA,12.666,12.333,11.9,12.933,NA,NA,61.165
"EISENEGGER","Martina","w","SUI","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",97,4.6,5.2,0.1,9.7,"Martina_EISENEGGER",NA,NA,NA,NA,NA,NA,9.7,11.666,21.366
"MAGGIO","Martina","w","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",7,5.4,7.633,NA,13.033,"Martina_MAGGIO",NA,NA,13.733,NA,NA,13.883,13.1044285714286,13.3553333333333,54.0757619047619
