LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Rank,D_Score,E_Score,Penalty,Score,HB,PH,FX,PB,SR,VT,BB,UB,index
PEGOLI,Macy,w,AUS,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",21.0,4.7,7.65,,12.35,,,11.65,,,6.625,12.35,11.95,8116
HAJJAR,Maddison,w,CAN,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",17.0,4.5,7.166,0.0,11.666,,,12.572000000000001,,,,12.108,11.766,3707
MARSHALL,Madeleine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",16.0,4.3,7.2,0.0,11.5,,,11.212250000000001,,,11.885428571428573,11.233,10.6,6522
LEITNER,Madelen,w,NOR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",84.0,4.0,7.4,0.1,11.3,,,11.3,,,,,,5949
BRASSART,Maellyse,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",19.0,5.2,6.533,,11.733,,,12.516428571428573,,,11.553875000000001,12.421999999999999,13.220999999999998,1198
COSTA,Mafalda,w,POR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",59.0,4.5,7.066,,11.566,,,11.921999999999999,,,11.808,11.266333333333336,9.299666666666667,1881
GRYGIEL,Magdalena,w,POL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",102.0,4.1,5.3,,9.4,,,11.166,,,12.3,9.4,11.0,3571
TSIORI,Magdalini,w,GRE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",75.0,4.9,5.666,0.1,10.466,,,10.766,,,12.733,10.3995,11.233,10766
SHEPHERD,Maggie May,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",34.0,4.0,6.3,0.0,10.3,,,11.3,,,12.35,10.3,9.15,9570
AHMAD KOHANI,Mahdi,m,IRI,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",8.0,6.0,7.766,,13.76,,,,,14.507249999999999,,,,249
OLFATI,Mahdi,m,IRI,23-26 Feb 2023,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",2.0,5.6,9.466,,15.066,,,,,,14.427333333333332,,,7817
LLACER,Maia,w,ESP,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",5.0,5.4,7.2,0.0,12.6,,,,,,,,12.6,6108
LLACER SIRERA,Maia,w,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",98.0,4.3,7.7,,12.0,,,12.174000000000001,,,12.698,11.199666666666667,12.494166666666667,6109
KUUSIKKO,Maisa,w,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",13.0,4.9,7.566,,12.466,,,12.6662,,,13.127666666666665,12.2262,13.039599999999998,5621
LLOYD JONES,Maisie,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",64.0,3.5,4.6,0.0,8.1,,,10.95,,,12.65,8.1,11.05,6126
REZAGUI,Malek,w,ALG,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",28.0,4.3,6.833,0.1,11.033,,,11.033,,,6.1665,,,8823
MORGAN,Mali,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",6.0,5.0,7.55,0.0,12.55,,,12.049999999999999,,,12.52142857142857,12.466666666666669,11.8,7256
NEURAUTER,Mali,w,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",108.0,3.8,8.566,,12.366,,,11.966,,,11.955333333333334,11.688333333333333,10.399666666666667,7644
Montell,Malla,w,FIN,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",18.0,4.0,6.567,,10.567,,,11.8,,,12.1835,10.567,11.7835,7463
MONTELL,Malla Alexandra,w,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",36.0,4.1,6.0,,10.1,,,11.633,,,12.2,10.1,10.733,7173
LUNDQVIST WINGREN,Malva,w,SWE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",105.0,4.1,7.733,,11.833,,,11.833,,,12.333,,,6198
RANKOE,Mammule,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",14.0,4.4,7.55,,11.95,,,,,,,11.95,10.9,8681
JIM,Man Hin,m,HKG,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",15.0,4.0,9.15,0.0,13.15,,,,,,13.100000000000001,,,4410
Jim,Man Hin,m,HKG,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",7.0,4.0,8.7,,12.7,,,,,,10.100000000000001,,,4576
Lee,Man Hin,m,HKG,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",13.0,4.8,7.0,,11.8,,,11.8,,,13.337500000000002,,,6245
LEE,Man Hin Frankie,m,HKG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",72.0,4.8,6.666,,11.466,,,11.332999999999998,,,13.348,,,5935
OKAMURA,Mana,w,JPN,23-26 Feb 2023,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",1.0,5.7,8.433,,14.133,,,,,,,13.8995,12.3,7798
Poghosyan,Mane,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",24.0,4.4,6.066,,10.466,,,11.4,,,11.183,10.466,10.033,8577
ESPOSITO,Manila,w,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",107.0,4.7,6.1,,10.8,,,12.946200000000001,,,13.42342857142857,12.5915,12.910666666666666,2839
SAFAROV,Mansum,m,AZE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",70.0,5.0,7.8,,12.8,11.366,8.866,12.8,11.7,11.9,12.466,,,9129
MARTINEZ,Manuel,m,COL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",78.0,4.5,8.333,,12.833,12.433,12.1,12.833,12.966,11.566,12.733,,,6568
ARNOLD,Manuel Helmut,m,AUT,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",65.0,4.5,8.333,,12.833,11.633,13.083,12.833,12.7,13.0,13.1,,,505
MARQUES,Marcelo,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",30.0,5.4,8.2,,13.6,,12.988333333333335,13.183,,,13.0,,,6514
LODADIO,Marco,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",52.0,5.4,7.9,,13.3,,,13.475000000000001,,14.59975,9.494333333333334,,,6138
PFYL,Marco,m,SUI,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",53.0,5.2,7.933,,13.133,12.144,12.5,12.4165,13.455333333333334,12.933,13.663,,,8290
SARRUGERIO,Marco,m,ITA,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",4.0,5.8,8.566,,14.36,12.8,11.491499999999998,,14.044,14.122,,,,9268
STENBERG,Marcus,m,SWE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",91.0,4.1,8.433,,12.533,12.433,11.966,12.533,12.9,12.8,13.2,,,9921
DANDOIS,Margaux,w,BEL,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",20.0,4.6,6.433,,11.033,,,12.066,,,,11.033,,2051
Dandois,Margaux,w,BEL,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",9.0,5.4,6.567,,11.967,,,12.667,,,,11.967,12.5165,2631
KRISTINSDOTTIR,Margret,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",88.0,4.0,6.0,,10.0,,,12.1,,,11.866,10.0,11.366,5498
KRISTINSDOTTIR,Margret Lea,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",56.0,4.3,7.633,,11.933,,,11.933,,,11.333,,,5502
KOZLOVSKA,Marharyta,w,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",117.0,4.7,5.8,,10.5,,,11.633,,,11.7665,10.5,11.1495,5454
KANTER,Mari,w,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",48.0,4.6,7.466,,12.066,,,12.1165,,,12.2,11.321666666666667,11.444,4697
Kanter,Mari,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",11.0,4.8,7.433,,12.233,,,12.249500000000001,,,,12.233,11.633,5695
MENDES,Maria,w,POR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",84.0,4.2,6.8,,11.0,,,11.7,,,11.633,11.0,,6820
MENEZES,Maria,w,POR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",105.0,4.4,4.933,,9.333,,,11.433,,,12.833,9.333,9.466,6833
TRONRUD,Maria,w,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",57.0,4.9,6.933,,11.833,,,11.310666666666668,,,12.6463,12.574625000000001,12.122000000000002,10694
VILLEGAS,Maria,w,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",31.0,4.2,7.0,0.6,10.6,,,10.6,,,12.1,,,11202
PARENTE,Mariana,w,POR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",105.0,4.8,6.166,,10.966,,,11.41625,,,12.244333333333335,10.974749999999998,10.89125,8019
ROENBECK,Marie,w,NOR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",63.0,4.8,6.2,,11.0,,,11.84975,,,12.5,11.516499999999999,11.466,8913
PETROVA,Marija,w,LAT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",114.0,3.6,5.233,,8.833,,,11.2,,,11.9,8.833,7.633,8282
BOYER,Marine,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",4.0,5.5,7.8,,13.3,,,12.816333333333333,,,13.2665,13.242428571428572,12.65,1165
Boyer,Marine,w,FRA,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",1.0,5.4,8.433,,13.833,,,12.8165,,,,13.7,,1430
MACCHIATI,Mario,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",46.0,5.5,8.166,0.3,13.366,13.058,13.727666666666666,13.166333333333332,14.206399999999999,13.45,9.083333333333334,,,6268
GEORGIOU,Marios,m,CYP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",14.0,6.0,8.1,,14.1,13.945142857142857,13.237250000000001,13.094333333333333,14.4915,8.766666666666666,13.9,,,3370
JOVICIC,Marko,m,CRO,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",70.0,4.9,6.7,,11.6,,,11.357999999999999,,,,,,4520
Jovicic,Marko,m,CRO,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",24.0,5.4,6.6,0.1,11.9,,,11.9,,,,,,4581
SAMBOLEC,Marko,m,CRO,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",7.0,5.6,8.166,0.0,13.76,,13.3684,,,,,,,9237
PIHAN KULESZA,Marta,w,POL,27-30 Apr 2023,World Cup,final,"Cairo, Egypt",7.0,4.4,7.2,,11.6,,,,,,,12.0,,8330
DE VEER,Martijn,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",28.0,5.2,8.433,,13.633,13.544000000000002,11.033,13.549499999999998,13.3,12.766,14.1,,,2251
VEER,Martijn,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",49.0,5.2,8.166,,13.366,12.333,,13.366,13.3,,13.6,,,11048
GUDMUNDSSON,Martin,m,ISL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",45.0,4.6,8.633,,13.233,12.399999999999999,10.9495,13.183,9.933,12.0495,13.25,,,3587
Gudmundsson,Martin,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",27.0,3.9,6.25,,10.15,10.15,,,,,13.3,,,3672
MIGGITSCH,Martin,m,AUT,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",36.0,5.2,7.966,0.1,13.066,11.9,11.7,13.066,12.166,12.033,13.433,,,6952
POSPISIL,Martin,m,CZE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",85.0,4.3,8.366,,12.666,11.333,,12.666,12.333,11.9,12.933,,,8467
EISENEGGER,Martina,w,SUI,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",97.0,4.6,5.2,0.1,9.7,,,,,,,9.7,11.666,2690
MAGGIO,Martina,w,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",7.0,5.4,7.633,,13.033,,,13.733000000000002,,,13.883,13.10442857142857,13.355333333333334,6338
NEMCOVIC,Matej,m,SVK,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",106.0,5.0,6.466,,11.466,10.9665,12.2165,11.733,12.233,12.933,12.9495,,,7622
Nemcovic,Matej,m,SVK,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",21.0,5.0,7.75,,12.75,,10.9,12.75,,12.8,,,,7767
ZUGEC,Mateo,m,CRO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",12.0,5.5,8.333,,13.833,,13.059800000000001,,,,,,,11906
PHILIPPE,Mathias,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",105.0,5.2,7.033,,12.233,13.182999999999998,,13.183000000000002,13.549750000000001,13.479600000000001,,,,8305
JALBERT,Mathys,m,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",26.0,5.1,7.6,,12.7,12.45,12.05,,12.7,11.2,,,,4305
LEVANTESI,Matteo,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",58.0,5.1,8.133,,13.233,12.838666666666667,12.944,13.49975,14.440444444444445,13.108,13.755333333333333,,,5981
MCCLYMONT,Matthew,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",30.0,3.5,8.6,0.0,12.1,12.05,10.65,12.1,11.35,10.35,13.0,,,6735
PETROV,Matvei,m,ALB,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",80.0,5.8,6.1,,11.9,,14.148000000000001,,,,,,,8273
Petrov,Matvei,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",7.0,6.4,7.5,,13.9,,13.975000000000001,,,,,,,8568
WHITLOCK OBE,Max,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",5.0,5.1,8.45,0.0,13.55,13.55,12.774999999999999,,14.0,,,,,11481
GENTGES,Maxime,m,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",67.0,5.0,8.066,,13.066,12.960666666666667,13.799600000000002,13.033000000000001,13.733,12.4165,12.766,,,3324
GALICIA,Maximiliano,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",5.0,5.1,8.0,,13.1,12.15,11.700000000000001,12.825,13.116666666666665,12.466666666666669,13.675,,,3243
STAAHL,Maya,w,SWE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",100.0,4.3,5.2,,9.5,,,11.7,,,,9.5,,9887
ZONNEVELD,Maya,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",30.0,4.3,6.25,,10.55,,,,,,,,10.55,11895
ATEER,Mc Ewan,m,IRL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",50.0,5.2,8.766,,13.966,,,,,,13.720500000000001,,,602
CLENAGHAN,Mc Rhys,m,IRL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",1.0,6.4,8.9,,15.3,,14.754,,,,,,,1815
BRIDGE,Megan,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",45.0,4.0,6.05,0.0,10.05,,,3.05,,,12.7,10.05,7.75,1267
Pead,Meghan,w,RSA,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",18.0,4.5,6.9,,11.4,,,11.366,,,,11.4,10.966,8533
KOSAK,Mehmet,m,TUR,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",2.0,6.0,8.133,0.0,14.133,,,,,14.133,13.849499999999999,,,5256
KOSAK,Mehmet Ayberk,m,TUR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",37.0,5.5,8.1,,13.6,12.077333333333334,11.774666666666668,12.991499999999998,12.466333333333333,14.115909090909092,11.812,,,5259
AMORELLI,Mei,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",22.0,4.2,7.3,0.0,11.5,,,11.0,,,12.1,11.5,9.9,326
JESUS SANTOS,Melanie,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",33.0,5.5,7.033,,12.533,,,13.266,,,13.666,12.533,14.4,4406
MESROPIAN,Meline,w,ARG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",101.0,4.4,6.566,,10.966,,,12.133,,,12.633,10.966,11.766,6857
JAUCH,Meolie,w,GER,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",4.0,5.9,7.6,,13.5,,,,,,,,13.64575,4396
MOORE,Mercedes Mary,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",48.0,4.3,5.6,0.0,9.9,,,11.95,,,12.612499999999999,9.9,11.8,7198
KILICER,Mert Efe,m,TUR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",16.0,4.9,8.666,,13.566,12.8415,13.0165,12.6,13.3665,,,,,5023
Kilicer,Mert Efe,m,TUR,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",9.0,4.8,8.35,,13.15,13.15,12.9,,,,,,,5704
KUNAVER,Meta,w,SLO,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",41.0,3.7,6.3,,10.0,,,10.7165,,,12.199800000000002,9.5665,9.733,5571
EVANS,Mia,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",20.0,4.5,6.9,0.0,11.4,,,11.916666666666666,,,13.05,10.975000000000001,11.075,2867
PERRYMENT,Mia,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",51.0,4.1,5.7,0.0,9.8,,,11.05,,,12.1875,10.975000000000001,10.275,8216
REID,Michael,m,JAM,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",21.0,5.5,7.85,,13.35,,11.05,,13.35,,,,,8793
CHARI,Michalis,m,CYP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",83.0,5.6,7.2,,12.8,11.87475,10.949750000000002,12.721285714285715,12.749799999999999,12.055333333333332,13.333,,,1678
ISAIAS,Michalis,m,CYP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",74.0,4.3,6.933,,11.233,11.533,9.166,11.233,11.166,11.933,12.333,,,4275
LAURITSEN,Michelle,w,DEN,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",59.0,4.1,7.533,,11.633,,,,,,11.633,,11.633,5859
AQUINO III,Miguel,m,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",14.0,4.7,8.0,,12.7,11.9,,12.7,12.0,10.85,12.75,,,421
SAEFKEN,Mika Tom,m,GER,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",41.0,4.6,8.2,,12.8,12.8,11.133,,13.066,,,,,9126
SERITA,Mikako,w,JPN,1-4 Mar 2023,World Cup,final,"Doha, Qatar",3.0,5.6,7.633,,13.233,,,,,,12.2165,,13.433,9539
HAZIQ,Mikhail,m,SGP,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",26.0,3.8,7.95,,11.75,,11.75,,,,,,,3865
KOUDINOV,Mikhail,m,NZL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",38.0,5.6,7.7,,13.3,12.73,11.875,13.0415,13.8898,13.025,13.8665,,,5328
KARIMI,Milad,m,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",8.0,6.0,6.1,,12.1,13.518222222222223,12.954999999999998,13.8525,13.694857142857144,13.1495,14.125800000000002,,,4718
HOSSEINI,Milan,m,GER,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",3.0,5.9,8.3,,14.2,12.6,13.0,14.032999999999998,13.1,13.0415,9.527666666666667,,,4091
MINAKOVSKAYA,Milana,w,AZE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",147.0,4.4,3.466,,7.866,,,11.233,,,11.5,8.683,10.366,6968
LEON,Milca,w,VEN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",137.0,4.6,5.066,,9.666,,,11.266666666666666,,,12.216666666666667,10.316500000000001,12.0415,5967
ELPITIYA BADALGE DONA,Milka Gehani,w,SRI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",143.0,3.1,7.9,4.3,6.7,,,8.675,,,,9.75,12.0,2705
O HARA,Milli De,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",38.0,4.0,6.05,0.0,10.05,,,11.25,,,11.6,10.05,11.25,7774
ANTILA,Minea Aino Maija,w,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",25.0,4.4,6.933,,11.333,,,,,,12.23,11.333,10.3,406
Bernhard,Miriam,w,AUT,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",15.0,4.6,7.066,,11.666,,,10.533,,,,11.666,,1421
DURAK,Miroslav,m,CZE,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",30.0,4.0,8.233,,12.233,12.233,10.466,,10.166,11.633,,,,2620
MAKOVITS,Mirtill,w,HUN,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",65.0,4.5,6.9,,11.4,,,11.933,,,12.1,11.833,13.016,6385
ANTILA,Misella,w,FIN,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",25.0,4.3,7.366,,11.666,,,10.5,,,,11.666,,409
ANTILA,Misella Alli Helena,w,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",26.0,4.2,7.066,,11.266,,,10.566,,,11.86,11.266,9.433,411
MORGANS,Mitchell,m,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",9.0,6.2,8.133,,14.333,13.376999999999999,,,13.24242857142857,11.258,,,,7277
Morgans,Mitchell,m,AUS,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",7.0,6.2,7.166,,13.366,12.605333333333334,,,13.25,,,,,7473
AFIFY,Mohamed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",65.0,5.1,8.0,,13.1,12.049499999999998,12.766666666666666,13.1,14.010666666666665,12.883,13.666,,,231
HAMIDI,Mohammadreza,m,IRI,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",14.0,5.1,8.2,,13.3,13.3,,,,,,,,3758
KRATTER,Moreno,m,SUI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",28.0,5.9,7.933,,13.833,13.1996,,13.672999999999998,13.833,12.833333333333334,11.424666666666667,,,5478
OSYSSEK,Morgane,w,FRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",6.0,5.4,7.7,,13.1,,,12.55,,,6.55,13.1,12.15,7912
OSYSSEK REIMER,Morgane,w,FRA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",27.0,5.5,6.966,,12.466,,,12.792999999999997,,,12.9866,12.416249999999998,11.266333333333334,7917
Osyssek,Morgane,w,FRA,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",2.0,5.6,7.767,,13.367,,,13.3,,,12.9165,,11.633,7983
MULLER,Moritz Tom,m,GER,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",58.0,5.2,7.733,0.5,12.433,,,12.433,,12.633,13.73,,,7340
AFZAL,Muhammad,m,PAK,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",39.0,2.9,5.5,,8.4,,,8.4,,4.25,10.2,,,246
MIA,Muhammad Khaalid,m,RSA,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",13.0,5.1,7.1,,12.2,12.55,11.024999999999999,12.3,13.1,11.975,13.025,,,6909
AIMY,Muhammad Sharul,m,MAS,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",33.0,5.3,5.6,,10.9,,12.4165,10.9,,,13.73325,,,264
PONTEDURA,Murilo,m,BRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",53.0,5.0,6.0,,11.0,12.85,13.3,11.0,13.0,,6.85,,,8461
MELNYKOV,Mykyta,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",128.0,4.6,6.166,0.1,10.666,10.624500000000001,12.633,11.757750000000001,12.8245,12.066,13.34075,,,6799
AWAD,Nada,w,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",25.0,4.4,6.033,,10.433,,,9.9,,,,10.433,10.8,645
NATHAN,Nadine Joy,w,SGP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",113.0,4.7,5.966,,10.666,,,11.449999999999998,,,12.4798,10.671999999999999,11.35,7559
